Name,gas capacity,coal plant capacity,bioenergy plant capacity,coal mine capacity,steel plant capacity,ID,Entity Type,Legal Entity Type,PubliclyListed,Country
Losán,2300.0,0.0,0.0,0.0,0.0,E100000000977,legal entity,,,Spain
Lotte Chemical,0.0,6000.0,0.0,0.0,0.0,E100000120776,legal entity,Corp,True,South Korea
Lotte E&C,2190.37,0.0,0.0,0.0,0.0,E100000000952,legal entity,,,South Korea
Lotte Group,0.0,6000.0,0.0,0.0,0.0,E100000120777,arrangement,,,
Lotus Infrastructure Partners,347760.0,24030.719999999998,0.0,0.0,0.0,E100000001297,legal entity,LP,,United States
Louisiana Generating,112000.0,101692.0,0.0,0.0,0.0,E100000003493,legal entity,LLC,False,United States
Louisville Gas & Electric,152653.0,225846.0,0.0,0.0,0.0,E100000003494,legal entity,Co,False,United States
Lower Mount Bethel Project,65200.0,0.0,0.0,0.0,0.0,E100000003495,legal entity,Co LLC,,
Loy Yang Power Management,0.0,84.94746721499999,0.0,0.0,0.0,E100000120778,legal entity,Pty Ltd,False,Australia
Lu'an Chemical Group,0.0,54467.91,0.0,0.0,0.0,E100000124611,legal entity,Co Ltd,,China
Lu'an Xinjiang Coal Chemical (Group),0.0,5989.41,0.0,0.0,0.0,E100000123537,legal entity,Co Ltd,,China
Luannan Huarui Steel,0.0,0.0,0.0,0.0,37736.226,E100000127272,legal entity,Co Ltd,,China
Lubelski Wegiel Bogdanka,0.0,0.0,0.0,0.0,0.0,E100000120171,legal entity,SA,True,Poland
Luchegorsky Razrez,0.0,0.0,0.0,91.62836,0.0,E100001010249,legal entity,JSC,False,Russia
Lucheng Xingbao Iron & Steel,0.0,0.0,0.0,0.0,190000.0,E100000127287,legal entity,Co Ltd,,China
Lucky Cement,0.0,66000.0,0.0,0.0,0.0,E100000120779,legal entity,Ltd,True,Pakistan
Lucky Electric Power,0.0,66000.0,0.0,0.0,0.0,E100000120780,legal entity,Co Ltd,False,Pakistan
Lucky Height Resources,0.0,284.7,0.0,0.0,0.0,E100001011652,legal entity,Ltd,False,
Lueyang County Economic and Trade Bureau,0.0,0.0,0.0,0.0,158872.365,E100000130261,state body,,,
Lufeng Baolihua New ENERGY Electric POWER,0.0,800000.0,0.0,0.0,0.0,E100000121786,legal entity,Co Ltd,,China
Lugansk People's Republic,0.0,82000.0,0.0,0.0,0.0,E100001016356,state body,,,
Lugovoye,0.0,0.0,0.0,0.0,0.0,E100001010651,legal entity,JSC,False,Russia
LuleKraft,5000.0,0.0,0.0,0.0,0.0,E100000001571,legal entity,AB,,
Lulea Kommunforetag,5000.0,0.0,0.0,0.0,0.0,E100000000987,legal entity,AB,,Sweden
Luleå Energi,5000.0,0.0,0.0,0.0,0.0,E100001000275,legal entity,AB,,Sweden
Luli Group,0.0,0.0,0.0,0.0,68600.0,E100000127670,legal entity,Co Ltd,,China
Luliang Liulin Economic Construction Investment Development,0.0,63.536150370000016,0.0,0.0,0.0,E100000128943,legal entity,Co Ltd,,China
Lumcloon Energy,27637.5,0.0,0.0,0.0,0.0,E100000000576,legal entity,Ltd,False,Ireland
Luminant Dick's Creek,10000.0,0.0,0.0,0.0,0.0,E100000003497,legal entity,,,
Luminant Generation Company,398900.0,477500.0,0.0,0.0,0.0,E100000003498,legal entity,LLC,False,United States
Luminant Holding Company,415800.0,0.0,0.0,0.0,0.0,E100001016678,legal entity,LLC,,United States
Luminant Miami Fort,0.0,199.28581200000002,0.0,0.0,0.0,E100001001347,legal entity,,False,United States
Luminant Mining Company,0.0,0.0,0.0,0.0,0.0,E100001013413,legal entity,LLC,False,United States
Luminus,150162.44,0.0,0.0,0.0,0.0,E100000001572,legal entity,NV/SA,False,Belgium
Luna Nominees,0.0,0.0,0.0,0.0,0.0,E100001013257,legal entity,Ltd,False,United Kingdom
Luneng Baoqingmei Electrochemical Development,0.0,12000.0,0.0,0.0,0.0,E100000121993,legal entity,Co Ltd,,China
Luoding Luodian Development,0.0,175.18256208,0.0,0.0,0.0,E100000123861,legal entity,Co Ltd,,China
Luoding State-owned Assets Management Center,0.0,175.18256208,0.0,0.0,0.0,E100000125729,state body,,,
Luoding Yida Investment Development,0.0,175.18256208,0.0,0.0,0.0,E100000124878,legal entity,Co Ltd,,China
Luoding Yihui Investment Development,0.0,175.18256208,0.0,0.0,0.0,E100000125190,legal entity,Co Ltd,,China
Luoding Yixin Investment Development,0.0,175.18256208,0.0,0.0,0.0,E100000125311,legal entity,Co Ltd,,China
Luohe City Development Investment,0.0,660.0,0.0,0.0,0.0,E100000123453,legal entity,Co Ltd,,China
Luohe City Investment Holding Group,0.0,660.0,0.0,0.0,0.0,E100000123454,legal entity,Co Ltd,,China
Luohe Investment Holding Group,0.0,660.0,0.0,0.0,0.0,E100000124825,legal entity,Co Ltd,,
Luohe Municipal Bureau of Finance (Luohe Municipal People's Government State-owned Assets Supervision and Administration Commission),0.0,660.0,0.0,0.0,0.0,E100000125606,state body,,,
Luojing Gas Turbine Power Plant of Shanghai Electric Power,40000.0,0.0,0.0,0.0,0.0,E100000003499,legal entity,Co Ltd,,
Luossavaara-Kiirunavaara,5009.84375,0.0,0.0,0.0,82950.0,E100001010360,legal entity,AB,False,Sweden
Luoyang Administrative Business Asset Operation,0.0,1953.0,0.0,0.0,0.0,E100000124781,legal entity,Co Ltd,,China
Luoyang City Development Investment Group,0.0,1953.0,0.0,0.0,0.0,E100000123319,legal entity,Co Ltd,,China
Luoyang Guohong Investment Holding Group,0.0,51682.6,0.0,0.0,0.0,E100000124091,legal entity,Co Ltd,,China
Luoyang Guozi State-Owned Assets Management,0.0,733.6,0.0,0.0,0.0,E100000124782,legal entity,Co Ltd,,China
Luoyang LONGYU YIDIAN,0.0,7370.0,0.0,0.0,0.0,E100000122076,legal entity,Co Ltd,,China
Luoyang Municipal People's Government State-owned Assets Supervision and Administration Commission,0.0,53635.6,0.0,0.0,0.0,E100000125599,state body,,,
Luoyang Silicon Industry Group,0.0,733.6,0.0,0.0,0.0,E100000123488,legal entity,Co Ltd,,China
Luoyang Wanji Hongyuan Electric Power,0.0,50948.99999999999,0.0,0.0,0.0,E100000122018,legal entity,Co Ltd,,China
Luoyang Wanji Power Generation,0.0,3381.525,0.0,0.0,0.0,E100000122075,legal entity,Co Ltd,,China
Luoyang Yugang Electric Power Development,0.0,99000.0,0.0,0.0,0.0,E100000122109,legal entity,Co Ltd,,China
Lurco Coal Eswatini,0.0,0.0,0.0,0.0,0.0,E100000131851,,,,
Luxi Chemical Group,0.0,26200.0,0.0,0.0,0.0,E100000123798,legal entity,Co Ltd,True,China
Luzhou Chengkun Industry,0.0,0.0,0.0,0.0,4662.000000000001,E100000128540,legal entity,Co Ltd,,China
Luzhou Jinshida Trading,0.0,54.127224000000005,0.0,0.0,0.0,E100000125105,legal entity,Co Ltd,,China
Luzhou Xinyang Vanadium Titanium Steel,0.0,0.0,0.0,0.0,4662.000000000001,E100000126425,legal entity,Co Ltd,,China
Luzhou Yixin Iron and Steel,0.0,0.0,0.0,0.0,4662.000000000001,E100000128083,legal entity,Co Ltd,,China
Lvivgughiliya State Enterprise,0.0,0.0,0.0,0.0,0.0,E100001011910,legal entity,,,Ukraine
Lvliang Jianlong Industrial,1867.2840560150403,0.0,0.0,0.0,43091.17052342401,E100000126132,legal entity,Co Ltd,,China
Lyda Lubienė,6800.0,0.0,0.0,0.0,0.0,E100001015375,person,,,
Lynn Branch Coal,0.0,0.0,0.0,0.0,0.0,E100000131852,,Co,,
LyondellBasell Industries,5222.0,0.0,0.0,0.0,0.0,E100000000741,legal entity,NV,,Netherlands
M & Block,6830.0,0.0,0.0,0.0,0.0,E100001011001,legal entity,SA,False,Panama
M Mining Services,0.0,0.0,0.0,103.45499999999998,0.0,E100001013465,legal entity,Pty Ltd,False,Australia
M Resources,0.0,0.0,0.0,27.84,0.0,E100001010175,legal entity,Pty Ltd,False,Australia
M&A Electric Power Cooperative,50216.66666666667,41361.66666666666,0.0,0.0,0.0,E100002000075,legal entity,,False,United States
M&G,0.0,0.0,0.0,60.0392,0.0,E100001016398,legal entity,PLC,True,United Kingdom
MACH Energy Australia,0.0,0.0,0.0,1050.0,0.0,E100001013419,legal entity,Pty Ltd,False,Australia
MAN Energy Solutions,11325.0,0.0,0.0,0.0,0.0,E100001000377,legal entity,SE,,Germany
MAPNA Employees Investment,86267.84000000003,0.0,0.0,0.0,0.0,E100001011240,legal entity,Co,False,Iran
MAPNA Genaveh Power Generation,2710.3999999999996,0.0,0.0,0.0,0.0,E100000003532,legal entity,Co,,
MAPNA Group,86267.84000000003,0.0,0.0,0.0,0.0,E100000000552,legal entity,,True,Iran
MAPNA Khuzestan Power Generation,964.3199999999998,0.0,0.0,0.0,0.0,E100000003502,legal entity,Co,,
MAPNA Parand Power Generation,8400.0,0.0,0.0,0.0,0.0,E100000003503,legal entity,Co,,
MAPNA Pareh Sar Power Plant,5420.799999999999,0.0,0.0,0.0,0.0,E100000003504,legal entity,Co,,
MAPNA Sanandaj Power Generation,5353.599999999999,0.0,0.0,0.0,0.0,E100000003505,legal entity,Co,False,Iran
MAPNA Tous Power Generation,8030.4,0.0,0.0,0.0,0.0,E100000003506,legal entity,Co,,
MAX Group,16300.0,0.0,0.0,0.0,0.0,E100000000042,legal entity,,,Bangladesh
MAXpower Group,2.871293832,0.0,0.0,0.0,0.0,E100000120788,legal entity,,,
MB Funds,3360.0,0.0,0.0,0.0,0.0,E100000000367,legal entity,,,Finland
MBH Power,30000.0,0.0,0.0,0.0,0.0,E100000003507,legal entity,Ltd,,
MC Mining,0.0,0.0,0.0,356.18687812590997,0.0,E100000131502,legal entity,Ltd,True,Australia
MC Mining,0.0,0.0,0.0,356.18687812590997,0.0,E100001010055,legal entity,LLC,False,United States
MC Project,170200.0,0.0,0.0,0.0,0.0,E100000003508,legal entity,Co LLC,,
MC Shiohama Energy Service,0.0,3400.0,0.0,0.0,0.0,E100000120790,legal entity,Co,False,Japan
MCB Equity Fund,0.0,2.779166666666667,0.0,0.0,0.0,E100001011528,legal entity,Ltd,False,Mauritius
MCM Energy Service,0.0,860.0,0.0,0.0,0.0,E100000120791,legal entity,KK,False,Japan
MDU Resources Group,82.98576000000001,114.04412370000001,0.0,0.0,0.0,E100000001250,legal entity,Inc,True,United States
MEC Holdings,74100.0,0.0,0.0,0.0,0.0,E100000003509,legal entity,LLC,,
MEC Holdings,74100.0,0.0,0.0,0.0,0.0,E100002000327,legal entity,Ltd,,United Arab Emirates
MENA Infrastructure Fund,14199.569999999998,0.0,0.0,0.0,0.0,E100000001083,legal entity,Ltd,False,United Arab Emirates
MENA Sohar 1 SPV,8955.0,0.0,0.0,0.0,0.0,E100001000964,legal entity,Ltd,False,Oman
MET Asset Management,69800.0,0.0,0.0,0.0,0.0,E100000001574,legal entity,AG,,
MET Group,69800.0,0.0,0.0,0.0,0.0,E100000001000,legal entity,,,Switzerland
MET Group,69800.0,0.0,0.0,0.0,0.0,E100000136764,legal entity,,,
MET Group,69800.0,0.0,0.0,0.0,0.0,E100000151385,legal entity,,,
MFC Asset Management,35072.322873891295,526.29668,0.0,86.887,0.0,E100001015691,legal entity,PCL,True,Thailand
MGE Energy,56395.8,32348.800000000003,0.0,0.0,0.0,E100000001251,legal entity,Inc,True,United States
MH Invest,1075.8439999999998,0.0,0.0,0.0,0.0,E100001000242,legal entity,sro,,Slovakia
MH Manazment,0.0,6600.0,0.0,0.0,0.0,E100001011530,legal entity,AS,False,Slovakia
MH Teplarensky holding,0.0,6600.0,0.0,0.0,0.0,E100001000715,legal entity,AS,False,Slovakia
MIBRAG,0.0,1645.6,0.0,0.0,0.0,E100000120858,legal entity,GmbH,False,Germany
MIDOR Electricity,9150.0,0.0,0.0,0.0,0.0,E100000003512,legal entity,,,Egypt
MINGYUAN HOLDINGS Group,0.0,1911.6,0.0,0.0,0.0,E100000124550,legal entity,Co Ltd,,China
MIRA Dissolution Authority,0.0,0.0,9000.0,0.0,0.0,E100001010899,state body,,,
MJX Asset Management,61476.0,0.0,0.0,0.0,0.0,E100000001252,legal entity,LLC,,United States
MM Construction Materials,0.0,0.0,0.0,0.0,125.2,E100001016300,legal entity,Co Ltd,,
MMC Corporation,47310.446099999994,51996.1008,0.0,0.0,0.0,E100000000699,legal entity,Bhd,False,Malaysia
MMCAP International Inc,646.8,0.0,0.0,0.0,40572.0,E100001016164,legal entity,SPC,False,Cayman Islands
MMK Metalurji Sanayi Ticaret ve Liman Isletmeciligi,0.0,0.0,0.0,0.0,199400.0,E100001010269,legal entity,AŞ,False,Türkiye
MMK-Ugol,0.0,0.0,0.0,0.0,0.0,E100000131854,legal entity,LLC,False,Russia
MOL Magyar Olajes Gazipari,2066.5299999999997,0.0,0.0,0.0,0.0,E100000000505,legal entity,Nyrt,True,Hungary
MOL New Europe Foundation,2066.5299999999997,0.0,0.0,0.0,0.0,E100001015274,legal entity,,False,Hungary
MOSB Enerji Elektrik Üretim,14000.0,0.0,0.0,0.0,0.0,E100000003513,legal entity,AŞ,,
MOT Research Institute,0.0,0.0,0.405334125,0.0,0.0,E100001010970,legal entity,Ltd,False,Japan
MP Natural Resources,0.0,0.0,0.0,162.328,0.0,E100000131856,legal entity,Pvt Ltd,False,India
MPC Generating,38600.0,0.0,0.0,0.0,0.0,E100000003514,legal entity,LLC,False,United States
MR Ramaite,0.0,0.0,0.0,246.0779,0.0,E100001010568,person,,,
MRC Alon Tavor Power,19766.666666666664,0.0,0.0,0.0,0.0,E100000003515,legal entity,,,
MRP Generation Holdings,182700.0,0.0,0.0,0.0,0.0,E100000001253,legal entity,LLC,,United States
MRP San Joaquin Energy,33600.0,0.0,0.0,0.0,0.0,E100000003516,legal entity,LLC,,
MSEB Holding,67200.0,1152000.0,0.0,2360.0,0.0,E100001011211,legal entity,Co Ltd,False,India
MSP Sponge Iron,0.0,0.0,0.0,0.0,62320.619999999995,E100001016275,legal entity,Ltd,False,India
MSP Steel & Power,0.0,0.0,0.0,0.0,62320.619999999995,E100000130702,legal entity,Ltd,True,India
MSU Energy,34809.37,0.0,0.0,0.0,0.0,E100000003517,legal entity,,,Argentina
MSU Energy Holding,34809.37,0.0,0.0,0.0,0.0,E100000000012,legal entity,Ltd,,United Kingdom
MUP Lokomotiv,1200.0,0.0,0.0,0.0,0.0,E100001010920,state body,,,
MVM,138874.4,88400.0,0.0,0.0,0.0,E100000000506,legal entity,Zrt,False,Hungary
MVM Balance Private,61500.0,0.0,0.0,0.0,0.0,E100000001576,legal entity,Ltd Co,,
MVM MIFŰ Miskolc Heating Plant,6374.4,0.0,0.0,0.0,0.0,E100000001577,legal entity,Ltd,,
MVM Mátra Energia,0.0,0.0,0.0,0.0,0.0,E100000131958,legal entity,Zrt,False,Hungary
MVV Energie,21400.0,10720.28,0.0,0.0,0.0,E100000000426,legal entity,AG,True,Germany
MVV RHE,0.0,7815.08,0.0,0.0,0.0,E100001001087,legal entity,GmbH,False,Germany
MZ Balakovo,0.0,0.0,0.0,0.0,270000.0,E100000131126,legal entity,JSC,False,Russia
Ma'aden Gold and Base Metals,3869.5680000000007,0.0,0.0,0.0,0.0,E100001010504,legal entity,Co,False,Saudi Arabia
Ma'anshan Construction Investment,0.0,9371.249999999998,0.0,0.0,0.0,E100000124359,legal entity,Co Ltd,,China
Ma'anshan Jiatong Enterprise Management Partnership (General Partnership),0.0,0.0,0.0,0.0,90309.168576,E100000128611,arrangement,,,China
Ma'anshan Municipal People's Government,0.0,9371.249999999998,0.0,0.0,0.0,E100000126091,state,,,
Ma'anshan State Owned Capital Investment and Operation Holding Group,0.0,9371.249999999998,0.0,0.0,0.0,E100000124718,legal entity,Co Ltd,,China
Maamba Collieries,0.0,2090.4,0.0,1.3936000000000002,0.0,E100000120798,legal entity,Ltd,False,Zambia
Maanshan IRON&STEEL Construction Group,0.0,9371.249999999998,0.0,0.0,0.0,E100000121642,legal entity,Co Ltd,,China
Maanshan Iron & Steel,9350.000000000002,0.0,0.0,0.0,2289000.0,E100000123737,legal entity,Co Ltd,True,China
Maben Coal,0.0,0.0,0.0,0.0,0.0,E100001013418,legal entity,LLC,False,United States
MacPherson Energy,0.0,0.0,2046.0,0.0,0.0,E100001010046,legal entity,Co,False,
MacPherson Power,0.0,0.0,2046.0,0.0,0.0,E100001001350,legal entity,Co,False,
Mach Mining,0.0,0.0,0.0,0.0,0.0,E100001013421,legal entity,LLC,False,United States
Machinery and Equipment Henan Investment Group,0.0,12400.0,0.0,0.0,30852.0,E100000124573,legal entity,Co Ltd,,China
Mackinaw Power Holdings,38600.0,0.0,0.0,0.0,0.0,E100000150492,legal entity,LLC,False,United States
Macquarie Asset Management,13300.0,23200.0,0.0,0.0,0.0,E100001015247,legal entity,Pty Ltd,False,Australia
Macquarie Group,122.23563493323002,34.593384189000005,0.0,0.3213074583883183,0.0,E100000000018,legal entity,Ltd,True,Australia
Macquarie Infrastructure and Real Assets,4836.0,20652.2,0.0,0.0,0.0,E100001010591,legal entity,Inc,False,United States
Madam SZE Tan Hung,0.0,130.75000000000003,0.0,0.0,0.0,E100001010960,person,,,
Madanes Quintanilla family,6435.0,0.0,0.0,0.0,0.0,E100001011331,person,,,
Madhya Pradesh Power Generating,0.0,639660.0,0.0,0.0,0.0,E100001000741,legal entity,Co Ltd,False,India
Madison Gas & Electric,56395.8,32348.800000000003,0.0,0.0,0.0,E100000003518,legal entity,Co,False,United States
Maecenas Universitatis Corvini Foundation,2066.5299999999997,0.0,0.0,0.0,0.0,E100001015276,legal entity,,False,Hungary
Mafube Coal Mining,0.0,0.0,0.0,0.0,0.0,E100001001126,legal entity,Pty Ltd,False,South Africa
Magang (Group) Holding,0.0,9371.249999999998,140.88479999999998,0.0,0.0,E100000124358,legal entity,Co Ltd,,China
Magna International,3000.0,0.0,0.0,0.0,0.0,E100000000119,legal entity,Inc,True,Canada
Magna Steyr,3000.0,0.0,0.0,0.0,0.0,E100000001578,legal entity,AG & Co KG,False,Austria
Magnetic South,0.0,0.0,0.0,190.0,0.0,E100000131864,legal entity,Pty Ltd,False,Australia
Magni Investment Holdings (MiH),0.0,0.0,0.0,0.0,0.0,E100000131865,,,,
Magnitogorskiy Metallurgicheskiy Kombinat,23928.000000000004,0.0,0.0,0.0,1403776.0,E100000002080,legal entity,PJSC,True,Russia
MahTaab Caspian Power Generation,46000.0,0.0,0.0,0.0,0.0,E100000003519,legal entity,Co,,
MahTaab Group,319433.5,0.0,0.0,0.0,0.0,E100000000553,legal entity,,,Iran
MahTaab Kahnouj Power Generation,48400.0,0.0,0.0,0.0,0.0,E100000003521,legal entity,Co,,Iran
Mahan Energen,0.0,24684.0,0.0,0.0,0.0,E100001000562,legal entity,Ltd,,India
Mahan Industries and Mines Development,0.0,0.0,0.0,0.0,145000.0,E100000131198,legal entity,Co,False,Iran
Mahanada Suppliers,0.0,15579.000000000002,0.0,28.850000000000005,0.0,E100001016502,legal entity,Pvt Ltd,False,India
Mahanadi Basin Power,0.0,919.5999999999999,0.0,0.0,0.0,E100000120806,legal entity,Ltd,False,India
Mahanadi Coalfields,0.0,919.5999999999999,0.0,62.466129,0.0,E100001000807,legal entity,Ltd,False,India
Mahananda Securities,0.0,0.0,0.0,0.334774272,207993.75999999998,E100001016161,legal entity,Ltd,False,India
Maharashtra State Power Generation,67200.0,1152000.0,0.0,2360.0,0.0,E100000001923,legal entity,Co Ltd,False,India
Mahatat Al Zarqa Le Tawleed Al Takah Al Kahrabaieyah,12853.470000000001,0.0,0.0,0.0,0.0,E100000003520,legal entity,PSC,False,Jordan
Mai-Liao Power,49547.015999999996,86707.27799999999,0.0,0.0,0.0,E100000002127,legal entity,Corp,False,Taiwan
Maike Investment Holding,0.0,48698.95516199999,0.0,0.0,0.0,E100000125202,legal entity,Co Ltd,,China
Maike Metals International,0.0,48698.95516199999,0.0,0.0,0.0,E100000124980,legal entity,Ltd,,China
Maikuben-West,0.0,0.0,0.0,90.0,0.0,E100000131869,legal entity,JSC,True,Kazakhstan
Main Street 510,0.0,0.0,0.0,0.0,44400.0,E100001012803,legal entity,Pty Ltd,False,South Africa
Mainova,17390.791599999997,3528.0,0.0,0.0,0.0,E100000003523,legal entity,AG,,Germany
Mainzer Stadtwerke,43450.0,0.0,0.0,0.0,0.0,E100000000427,legal entity,AG,False,Germany
Maisan Power,98700.0,0.0,0.0,0.0,0.0,E100000003524,legal entity,Co,,
Maisha Group,10530.0,0.0,0.0,0.0,0.0,E100000001579,legal entity,,,
Maithon Power,0.0,3161.5352999999996,0.0,0.0,0.0,E100000120811,legal entity,Ltd,False,India
Major Oak Power,0.0,34920.0,0.0,0.0,0.0,E100001001054,legal entity,LLC,False,United States
Maju Holdings,0.0,0.0,0.0,0.236377845,0.0,E100000130912,,Sdn Bhd,,
Maju Holdings,0.0,0.0,0.0,0.236377845,0.0,E100002000446,legal entity,Pte Ltd,,Singapore
Makeevugol State Enterprise,0.0,0.0,0.0,109.0,0.0,E100001010363,legal entity,,False,Ukraine
Makole Group,0.0,0.0,0.0,300.0,0.0,E100000131874,,,,
Makran Steel,0.0,0.0,0.0,0.0,27232.0,E100000131121,legal entity,Co,False,Iran
Makstil,0.0,0.0,0.0,0.0,55000.0,E100000130843,legal entity,AD,False,North Macedonia
Malabar Resources,0.0,0.0,0.0,0.043316997048,0.0,E100000131876,legal entity,Ltd,False,Australia
Malaga Power,12200.0,0.0,0.0,0.0,0.0,E100000003526,legal entity,LLC,,
Malakoff Corporation,16814.446099999997,51996.1008,0.0,0.0,0.0,E100000003527,legal entity,Bhd,True,Malaysia
Malakoff Technical Solutions,0.0,10956.000000000002,0.0,0.0,0.0,E100000120668,legal entity,Sdn Bhd,False,Malaysia
Malaysia Steel Works (KL),0.0,0.0,0.0,0.0,25096.000000000004,E100000130724,legal entity,Bhd,True,Malaysia
Malita Power,0.0,12483.0,0.0,0.0,0.0,E100000120815,legal entity,Inc,False,Philippines
Maloma Colliery,0.0,0.0,0.0,12.0,0.0,E100000131878,,Ltd,,
Mammoth Coal,0.0,0.0,0.0,0.0,0.0,E100000131879,,Co,,
Management Committee of Changshou Economic and Technological Development Zone,0.0,782.78157,0.0,0.0,0.0,E100000125752,state body,,,
Management Committee of Guangzhou Economic and Technological Development Zone,2208.0,0.0,0.0,0.0,0.0,E100000126050,state body,,,
Management Committee of Guangzhou Nansha Economic and Technological Development Zone,22400.0,0.0,0.0,0.0,0.0,E100000125567,state body,,,
Management Committee of Nantong Economic and Technological Development Zone,0.0,800.0,0.0,0.0,0.0,E100000125530,state body,,,
Management Committee of Nanyang High-tech Industrial Development Zone,0.0,4200.0,0.0,0.0,0.0,E100000125532,state body,,,
Management Committee of Suzhou Xiangcheng Economic and Technological Development Zone,0.0,1496.501375,0.0,0.0,0.0,E100000125799,state body,,,
"Management Committee of Taicang High-tech Industrial Development Zone, Jiangsu Province",0.0,18627.11928,0.0,0.0,0.0,E100000125767,state body,,,
Management Committee of Tengzhou Economic and Technological Development Zone,0.0,1928.2631543999998,0.0,0.0,0.0,E100000125909,state body,,,
Management Committee of Xi'an Economic and Technological Development Zone,21.551519152799997,3013.6233672000003,53.67713175,0.0,0.0,E100000125792,state body,,,
Management Committee of Yangpu Economic Development Zone,81793.79999999999,0.0,0.0,0.0,0.0,E100000125601,state body,,,
Management Committee of Yushen Industrial Zone (Yulin Economic and Technological Development Zone),0.0,132000.0,0.0,0.0,0.0,E100000125637,,,,
Management Committee of Zhengzhou High-tech Industrial Development Zone,21.551519152799997,0.0,0.0,0.0,0.0,E100000126078,state body,,,
Management Committee of Zhongshan Torch High-tech Industrial Development Zone,14001.1,0.0,0.0,0.0,0.0,E100000125762,state body,,,
Manas Taixin Trading,0.0,10672.2,0.0,0.0,0.0,E100000123952,legal entity,Co Ltd,,China
Manasara Group,0.0,0.0,0.0,0.0,68997.5,E100000131170,legal entity,,,
Manchester Street,51500.0,0.0,0.0,0.0,0.0,E100000003528,legal entity,LLC,,
Manchester United (Hangzhou) Enterprise Management Partnership,0.0,52001.33424750002,0.0,0.0,0.0,E100000124654,legal entity,LP,,China
Mangalore Refinery and Petrochemicals,92.64057600000001,0.0,0.0,0.0,0.0,E100000003529,legal entity,Ltd,,
Mangoola Coal Operations,0.0,0.0,0.0,158.54500000000002,0.0,E100001000813,legal entity,Pty Ltd,False,Australia
Manikganj Power Generations,16200.0,0.0,0.0,0.0,0.0,E100001010505,legal entity,Ltd,False,
Manikgarh Cement,0.0,6000.0,0.0,0.0,0.0,E100000120816,legal entity,Co,False,India
Manila Electric,30216.53916,11349.460289066401,0.0,0.0,0.0,E100000000813,legal entity,Co,True,Philippines
Manisa Organize Sanayi Bölgesi (MOSB),14000.0,0.0,0.0,0.0,0.0,E100000001065,legal entity,,,Türkiye
Manitoba Hydro,28000.0,0.0,0.0,0.0,0.0,E100000003530,legal entity,,,
Mannakrishna Investments,0.0,1521.0,0.0,1.8252,0.0,E100001011381,legal entity,Pvt Ltd,False,India
Mansa Investments,763.68,0.0,0.0,0.0,0.0,E100001011303,legal entity,SP zoo,False,Poland
Manshi Investment Group,0.0,2970.0,0.0,0.0,0.0,E100000123403,legal entity,Co Ltd,,China
Manulife Financial,8696.25,0.0,0.0,0.0,0.0,E100000000120,legal entity,Corp,,Canada
Manzhouli Shennengyuandalaihu Thermal Power,0.0,40000.0,0.0,0.0,0.0,E100000122256,legal entity,Co Ltd,,China
Mao Khe Coal,0.0,0.0,0.0,1.314,0.0,E100001013460,legal entity,Co,False,Vietnam
Mao Sheng Investment,0.0,0.0,0.0,0.0,91611.0,E100001016168,legal entity,Co Ltd,,Taiwan
Maoming Zhenneng By Thermal Power,0.0,26324.88,0.0,0.0,0.0,E100000121789,legal entity,Co Ltd,,China
Mapalad Power,11340.0,0.0,0.0,0.0,0.0,E100000003531,legal entity,Corp,,
Maple Leaf Cement Factory,0.0,4000.0,0.0,0.0,0.0,E100000120818,legal entity,Ltd,True,Pakistan
Maple Leaf Power,0.0,4000.0,0.0,0.0,0.0,E100000120819,legal entity,Ltd,False,Pakistan
Maple Rock Capital Partners,646.8,0.0,0.0,0.0,40572.0,E100001016165,legal entity,Inc,False,Canada
Mapna Qeshm Water and Power Generation,280.0,0.0,0.0,0.0,0.0,E100001012005,legal entity,Co,False,Iran
Marathon Petroleum,810.639522,0.0,0.0,0.0,0.0,E100000001254,legal entity,Corp,True,United States
Marathon Petroleum,810.639522,0.0,0.0,0.0,0.0,E100000003533,legal entity,Co LP,,United States
Marcegaglia Stainless Sheffield,0.0,0.0,0.0,0.0,50000.0,E100001012192,legal entity,Ltd,False,United Kingdom
Marcegaglia Steel,0.0,0.0,0.0,0.0,50000.0,E100001012195,legal entity,SpA,False,Italy
Marchwood Power,131.06964000000002,0.0,0.0,0.0,0.0,E100000003535,legal entity,,,
Maren Maraş Electric Elektrik Uretim,0.0,5500.0,0.0,0.0,0.0,E100000120820,legal entity,AŞ,False,Türkiye
Marfork Coal,0.0,0.0,0.0,0.0,0.0,E100001010421,legal entity,Co Inc,False,United States
Marion County Coal Resources,0.0,0.0,0.0,0.0,0.0,E100001010140,legal entity,Inc,False,United States
Maritime Electric,5000.0,0.0,0.0,0.0,0.0,E100000003537,legal entity,,,
Mariveles Power Generation,0.0,51144.93149999999,0.0,0.0,0.0,E100000002063,legal entity,Corp,False,Philippines
Mark-E,8902.95,0.0,0.0,0.0,0.0,E100000003538,legal entity,AG,,
Marmara Elektrik,0.0,19000.0,0.0,0.0,0.0,E100000120821,legal entity,,,Türkiye
Marquard & Bahls,14757.05,0.0,0.0,0.0,0.0,E100001010861,legal entity,AG,False,Germany
Marshall County Coal Resources,0.0,0.0,0.0,0.0,0.0,E100001010141,legal entity,Inc,False,United States
Martinez Refining,62.868,0.0,0.0,0.0,0.0,E100000003541,legal entity,Co,,
