from,to,share
E100000003527,E100000000699,38.45
E100000000657,E100001000178,16.45
E100000000657,E100001000179,5.44
E100000003212,E100000000657,30.0
E100000000699,E100001000368,51.76
E100000003527,E100001010855,11.8
E100000003527,E100001010856,10.23
E100000003527,E100000002008,10.22
E100000003527,E100001000414,9.13
E100001000414,E100001010643,
E100000000699,E100001000413,19.06
E100000000657,E100001015587,68.84
E100000000657,E100001016127,9.27
E100001000334,E100000000552,40.0
E100000000566,E100001000321,100.0
E100000000546,E100000001753,
E100001000321,E100001000255,100.0
E100001000334,E100000000546,60.0
E100000000552,E100001011238,47.6
E100000000552,E100001011239,15.7
E100000000546,E100000000566,
E100000000552,E100001011240,11.0
E100000000552,E100001011241,5.6
E100000002143,E100001000318,100.0
E100000002001,E100001000210,100.0
E100000003773,E100000000664,10.0
E100000003773,E100000000798,5.0
E100000003773,E100000001753,15.0
E100000003773,E100000000797,20.0
E100000003773,E100000000800,10.0
E100000003773,E100000000799,40.0
E100000002093,E100001000198,100.0
E100000002426,E100000001134,100.0
E100000004088,E100000001248,100.0
E100000001248,E100000123261,
E100000002329,E100001000266,100.0
E100000004337,E100000001135,100.0
E100000001951,E100000000547,100.0
E100000000547,E100001000255,100.0
E100000000671,E100001000197,100.0
E100001000408,E100000000671,100.0
E100000003336,E100001000408,100.0
E100000002155,E100000001078,100.0
E100000001078,E100001000333,7.3
E100000001078,E100000001080,90.03
E100000002335,E100000132478,100.0
E100000002002,E100001000210,100.0
E100000003515,E100000000169,34.5
E100000003515,E100000000598,
E100000003515,E100000001585,
E100000002900,E100000000697,100.0
E100000000480,E100000002691,100.0
E100000000697,E100000000480,100.0
E100000002691,E100000000165,100.0
E100000000165,E100001000086,100.0
E100000002345,E100002000137,
E100000002345,E100002000138,
E100000002345,E100002000134,
E100000002345,E100002000135,
E100000002345,E100002000136,
E100001010524,E100001011221,86.74
E100001011221,E100001011222,100.0
E100000003855,E100000000947,80.0
E100000003855,E100000001361,20.0
E100000000947,E100001000246,32.9
E100000000947,E100000000962,18.2
E100001011718,E100000002094,100.0
E100000000846,E100000000839,
E100001000329,E100000001753,46.77
E100001000329,E100001000330,28.09
E100001000329,E100001000331,14.4
E100001000329,E100000000846,10.74
E100001000331,E100000000839,100.0
E100000001173,E100001010207,100.0
E100000002383,E100000001173,100.0
E100000002437,E100000000336,100.0
E100000000336,E100001010007,25.52
E100000000336,E100000001471,56.88
E100001000400,E100001000330,8.57
E100001000400,E100001000348,7.29
E100000001471,E100001010442,10.55
E100001010442,E100001000400,100.0
E100001000400,E100001015587,69.02
E100001000400,E100001000901,5.19
E100001000400,E100000123261,9.93
E100000001471,E100000123261,44.95
E100000001471,E100001015587,23.13
E100000000336,E100001015587,17.6
E100001011728,E100001011729,
E100000002431,E100000000102,100.0
E100000003672,E100000003676,100.0
E100000003676,E100000132388,
E100000003676,E100001016123,
E100000003676,E100001016124,
E100000003289,E100000000975,100.0
E100000004293,E100000001092,100.0
E100000000407,E100001010813,46.75
E100001010813,E100001010814,100.0
E100001010814,E100001010815,100.0
E100000000407,E100001010816,46.75
E100000004095,E100000000408,95.0
E100000004095,E100000000438,5.0
E100000004097,E100000000401,100.0
E100000000463,E100000000417,38.0
E100000000463,E100000001454,57.9
E100000000417,E100001010762,36.0
E100000000417,E100000004097,19.0
E100000000417,E100000004095,18.0
E100000000417,E100001010763,15.0
E100000000417,E100000001877,6.0
E100000000417,E100001010764,6.0
E100000001876,E100001011516,25.5
E100000001876,E100001011517,25.5
E100000001876,E100000000463,9.15
E100000001876,E100001000203,
E100001000203,E100000000453,100.0
E100000000463,E100000001753,4.1
E100000001870,E100001000079,99.98
E100000002899,E100000001870,97.17
E100000001757,E100001011331,76.0
E100000001757,E100001011332,11.0
E100001011332,E100001011471,100.0
E100000001757,E100001015587,13.0
E100000002435,E100000000035,69.38
E100000002435,E100000000037,20.62
E100000002435,E100000001753,10.0
E100000004358,E100000004166,100.0
E100000004166,E100000000566,100.0
E100000002652,E100000000617,100.0
E100000004255,E100000001082,100.0
E100000003810,E100000000746,34.0
E100000133187,E100000000777,
E100000003810,E100001015587,6.0
E100000003810,E100000133187,60.0
E100000121062,E100000001220,85.71
E100000002438,E100000001204,
E100000002438,E100000001093,
E100000001093,E100001000374,
E100001000374,E100001000375,100.0
E100000001023,E100001000323,23.84
E100000001023,E100001000324,23.24
E100000001023,E100001000325,10.49
E100000001023,E100001000326,7.9
E100001011871,E100000002411,100.0
E100000004196,E100000001180,100.0
E100000002375,E100000000651,40.0
E100000002375,E100000000841,23.4
E100000000841,E100001000329,60.0
E100000000841,E100001000371,40.0
E100000002375,E100000001305,36.6
E100000000551,E100001000189,100.0
E100001000189,E100001000255,100.0
E100000002541,E100000001007,
E100000002541,E100000001175,
E100000001175,E100001011290,87.0
E100000002839,E100000001194,100.0
E100000001194,E100001010595,9.12
E100000001194,E100001000348,7.5
E100000001194,E100001010596,5.42
E100000001194,E100001015587,77.96
E100000002445,E100000001156,100.0
E100000004161,E100000000550,100.0
E100000002111,E100000000947,100.0
E100000002371,E100000001305,100.0
E100000001855,E100001000594,50.0
E100000001855,E100001011549,50.0
E100000001572,E100001001030,26.4
E100000001572,E100001001029,68.63
E100000123155,E100000001753,7.83
E100000123155,E100000123261,37.17
E100000123155,E100000123737,55.0
E100000120905,E100000133656,100.0
E100000002647,E100001016654,
E100001016654,E100001016656,
E100000003709,E100000000747,100.0
E100000002446,E100000000508,100.0
E100000002384,E100000001322,100.0
E100000002385,E100000001322,100.0
E100000000953,E100001000730,6.38
E100000002110,E100000000947,100.0
E100000003919,E100000002110,
E100000003919,E100000000953,
E100000003919,E100000000958,
E100000000953,E100001015587,83.34
E100000002448,E100000000930,49.9
E100000002448,E100000000958,49.9
E100000002448,E100000001753,0.2
E100000001926,E100001000397,51.1
E100000001926,E100001000520,5.4
E100001000520,E100001000397,96.5
E100001000520,E100000123261,2.09
E100000001926,E100001015587,40.86
E100000001926,E100000123261,2.64
E100001000520,E100001015587,1.41
E100000002970,E100000001225,50.0
E100000002970,E100000001001,50.0
E100000003840,E100000002970,100.0
E100000000330,E100001011288,100.0
E100000003065,E100000000935,100.0
E100000002436,E100000000477,100.0
E100000002175,E100000002176,100.0
E100000002922,E100000000066,100.0
E100000002277,E100001000317,100.0
E100000000069,E100001000304,100.0
E100000003961,E100000000069,100.0
E100001010472,E100001000165,20.0
E100001010472,E100000000053,40.0
E100001010472,E100001011132,40.0
E100000000053,E100001014350,75.67
E100000004069,E100000000983,27.62
E100000004069,E100000000612,72.38
E100000002664,E100000000665,40.0
E100001010601,E100001010602,100.0
E100001010599,E100001010600,89.17
E100001010598,E100001010599,65.0
E100001010602,E100000000882,100.0
E100001010598,E100000000882,25.0
E100000002664,E100001010598,50.83
E100001010600,E100001010601,100.0
E100001010598,E100000000469,10.0
E100000002664,E100000000667,9.0
E100000003942,E100000001272,100.0
E100000004389,E100000000079,100.0
E100000000084,E100001000312,6.9
E100001000313,E100001000314,100.0
E100000000084,E100001000311,28.67
E100001000312,E100001000313,100.0
E100001000314,E100001000311,100.0
E100000000084,E100001015587,64.43
E100001000649,E100001000348,10.0
E100001000649,E100001010595,10.11
E100001000649,E100001015587,79.89
E100001011928,E100001000649,100.0
E100001011927,E100001011928,
E100000003734,E100000001281,100.0
E100000001765,E100000000692,100.0
E100000000692,E100000123261,60.45
E100000000692,E100001015587,
E100001011248,E100000001119,100.0
E100000001119,E100001015587,77.6
E100000001119,E100001016292,14.02
E100000001119,E100001000348,8.38
E100000003313,E100000001234,100.0
E100001000519,E100001010034,9.76
E100001000519,E100001010035,7.41
E100001000519,E100001010036,7.41
E100001000519,E100001001119,7.41
E100001000519,E100001010037,11.34
E100001000522,E100001010823,20.22
E100000002460,E100000000518,100.0
E100001000522,E100001010824,15.56
E100001000522,E100001010037,14.04
E100001000522,E100001010825,8.84
E100001000522,E100001000520,9.92
E100001000522,E100001001119,5.2
E100001000522,E100001000516,5.19
E100000000518,E100000001753,5.0
E100001000516,E100001000519,7.5
E100000000518,E100001000522,95.0
E100001000519,E100001010033,10.24
E100001000516,E100001010147,15.0
E100001000516,E100001010148,10.95
E100001000516,E100001000520,7.47
E100001000516,E100001015587,53.15
E100001000516,E100001000521,5.93
E100001001119,E100000123261,
E100001010148,E100000123261,100.0
E100001000522,E100001015587,21.03
E100001000519,E100001015587,46.43
E100001010033,E100001010037,13.51
E100001010033,E100001001119,11.12
E100001010033,E100001010036,11.12
E100001010033,E100001016565,11.12
E100001010033,E100000123261,22.16
E100001010033,E100001015587,30.97
E100000002723,E100000000382,100.0
E100000000863,E100001011147,57.8
E100000000863,E100001011148,25.0
E100000120077,E100000121580,100.0
E100000002463,E100000000107,100.0
E100000002465,E100000001248,100.0
E100001000205,E100001011378,100.0
E100000001102,E100000001247,100.0
E100000004084,E100000001140,100.0
E100000002467,E100000001262,100.0
E100000000864,E100001000094,62.2
E100000003018,E100000000864,100.0
E100000000864,E100001010819,12.37
E100000000864,E100000001471,9.61
E100000000537,E100001000084,100.0
E100001011840,E100001011839,
E100001011977,E100001011978,100.0
E100001011763,E100001011764,15.07
E100001011763,E100001011765,15.07
E100001011763,E100001011766,15.07
E100001011763,E100001011767,15.07
E100001011763,E100001011768,9.35
E100001011763,E100001011707,6.59
E100000002893,E100000000586,100.0
E100000003791,E100000000597,100.0
E100000002842,E100000001194,100.0
E100000002800,E100000000585,100.0
E100000000039,E100001000100,100.0
E100000002470,E100000000039,100.0
E100000004274,E100000000047,100.0
E100000122695,E100000123344,9.32
E100000002471,E100000001368,19.77
E100000002471,E100000122695,9.94
E100000122695,E100000125834,90.0
E100000002471,E100000125835,70.29
E100000123344,E100000126060,100.0
E100000122695,E100000001753,0.68
E100000001829,E100001011308,100.0
E100001011308,E100001015377,
E100000000473,E100001014965,40.1
E100000000473,E100001014966,31.18
E100000001865,E100000000354,100.0
E100000001995,E100001010949,100.0
E100000001775,E100001000250,100.0
E100000002473,E100000000382,
E100000002473,E100000001232,
E100000002473,E100000000131,
E100000002473,E100000001236,
E100000002473,E100000000583,
E100000002473,E100000000733,
E100000002473,E100000000582,
E100000002473,E100000000428,
E100000002473,E100000001753,
E100000002472,E100000000583,
E100000002472,E100000001236,
E100000002472,E100000000582,
E100000002472,E100000000428,
E100000002472,E100000001753,
E100000002472,E100000000733,
E100000002890,E100000001143,100.0
E100000001143,E100001010205,100.0
E100000003729,E100000003729,100.0
E100001011930,E100001011933,15.02
E100001011930,E100001011932,15.02
E100001011930,E100001011934,9.01
E100001011930,E100001011935,7.51
E100001011930,E100001011936,5.99
E100001011930,E100001011937,5.26
E100000003455,E100000000869,100.0
E100000000869,E100001015587,100.0
E100001001026,E100000000608,64.93
E100000002936,E100001001026,93.55
E100001001026,E100001015587,35.07
E100000003025,E100000002899,100.0
E100000003640,E100000001642,100.0
E100000001999,E100001011186,80.0
E100000001806,E100000123261,
E100000000813,E100001000104,26.37
E100000000813,E100001000105,47.46
E100001000601,E100000000813,100.0
E100000120098,E100001000601,100.0
E100000000813,E100001015587,26.11
E100000000813,E100000123261,0.06
E100001000104,E100002000141,27.88
E100001000104,E100000123261,14.17
E100001000104,E100001015587,57.95
E100000002475,E100000000374,17.0
E100000002475,E100000001753,30.0
E100000002475,E100000002248,53.0
E100000002162,E100001011405,42.2
E100001015848,E100000123261,
E100000131066,E100001016132,100.0
E100001000384,E100001015587,21.9
E100001016133,E100001000384,100.0
E100001016132,E100001016133,100.0
E100001000384,E100001015848,78.1
E100001000376,E100001000233,100.0
E100000002476,E100001000376,
E100000002476,E100001000377,
E100000002989,E100000001209,100.0
E100000004351,E100000000707,100.0
E100000000707,E100001010832,44.34
E100000000707,E100001000412,5.25
E100000003123,E100000000171,24.0
E100000003123,E100000000194,76.0
E100001010441,E100000004351,45.0
E100001010441,E100000003123,45.0
E100001010441,E100000000358,10.0
E100000000194,E100000125565,100.0
E100000002477,E100000001386,100.0
E100000000457,E100000001753,0.88
E100001000271,E100000000457,100.0
E100000000457,E100001000253,99.12
E100000004269,E100001000271,100.0
E100000004265,E100000001139,100.0
E100000003968,E100000000927,100.0
E100001000576,E100001000088,100.0
E100000000927,E100001015587,72.93
E100001010403,E100001000088,100.0
E100000000927,E100001010403,18.74
E100000000927,E100001000576,8.33
E100000003291,E100000000084,100.0
E100000004135,E100000000135,
E100000004135,E100000000172,
E100000004135,E100000000117,
E100000004135,E100000000173,
E100000000173,E100001014866,
E100000000135,E100001015587,
E100000002479,E100000001248,100.0
E100000002483,E100000000923,27.0
E100000002483,E100000000651,25.0
E100000002483,E100000000928,10.0
E100000002483,E100000000382,38.0
E100000001483,E100000000360,100.0
E100000003742,E100000001753,18.76
E100000003742,E100000001483,29.45
E100000000360,E100000001640,51.26
E100000003742,E100001010702,51.79
E100000003450,E100000001471,100.0
E100000004329,E100000001327,100.0
E100000004330,E100000001734,100.0
E100000002485,E100000000752,100.0
E100000002486,E100000001099,54.0
E100000002486,E100000000769,23.0
E100000002486,E100000000672,23.0
E100000000769,E100001000085,100.0
E100000000067,E100000000058,22.02
E100000000067,E100001000285,19.73
E100000000067,E100001000286,10.77
E100000000067,E100001000287,5.44
E100000000067,E100001000288,5.05
E100000000067,E100000001753,36.55
E100001011665,E100000001092,
E100001011665,E100000000710,
E100001011665,E100000000723,21.0
E100000002488,E100001011666,97.5
E100001011666,E100001011665,
E100000003994,E100001001031,40.0
E100000003994,E100000002001,50.0
E100000003994,E100000000677,5.0
E100000003994,E100000000676,5.0
E100000002003,E100001000319,100.0
E100000004086,E100000001228,
E100000004086,E100000001310,
E100000004086,E100000001187,
E100000004086,E100000001227,
E100000004172,E100000000746,100.0
E100000000980,E100001000348,5.31
E100000000980,E100001015587,94.69
E100000002500,E100000001096,75.0
E100000002500,E100000002119,25.0
E100000001096,E100001000615,25.79
E100000001096,E100001000348,9.31
E100001011086,E100001000480,100.0
E100001010523,E100001011087,15.03
E100001010523,E100001011088,20.0
E100001010523,E100001011086,43.79
E100001011778,E100001011779,100.0
E100000002425,E100000000484,100.0
E100000003944,E100000001226,100.0
E100000004168,E100000000875,100.0
E100000003967,E100000000878,100.0
E100000002501,E100000000538,100.0
E100000000538,E100001000084,100.0
E100000002057,E100001000370,100.0
E100000002872,E100000000339,100.0
E100000002982,E100000000137,100.0
E100000003220,E100000004166,100.0
E100001011942,E100001011945,
E100001011945,E100001015106,
E100000002388,E100000000557,100.0
E100000002968,E100000002969,100.0
E100001011103,E100001011104,39.78
E100001011103,E100001011105,13.87
E100000002363,E100000001394,
E100000001029,E100000001035,47.27
E100000002134,E100000001035,45.03
E100000001029,E100000002134,10.0
E100000001029,E100001011053,10.0
E100000001029,E100001011054,7.96
E100001011053,E100000001035,45.18
E100001011053,E100001010887,7.64
E100000001035,E100001015587,36.73
E100000001035,E100001015691,6.08
E100000001035,E100001015692,6.08
E100000001035,E100001015689,51.11
E100000001029,E100001015587,24.76
E100000002129,E100001000153,100.0
E100000003939,E100000001025,
E100000003939,E100000000732,
E100000003939,E100000001037,
E100000001863,E100000000354,100.0
E100000002130,E100000002129,25.41
E100000002130,E100001011114,23.94
E100000002130,E100001010887,6.4
E100000002130,E100001011115,5.54
E100000123228,E100001000472,51.0
E100000123228,E100000123746,49.0
E100000123746,E100000124626,90.0
E100000123746,E100000125520,10.0
E100000123229,E100001000472,25.16
E100000123229,E100000123274,23.84
E100000123229,E100000123228,51.0
E100000123274,E100001000472,100.0
E100000003864,E100000000622,94.0
E100000003864,E100000000108,6.0
E100000001465,E100001000154,55.0
E100000000602,E100001000108,25.0
E100000000602,E100001000109,25.0
E100000001465,E100000000602,43.71
E100000001465,E100001015587,1.29
E100000000602,E100001015587,50.0
E100000002882,E100000004303,99.19
E100000004303,E100001000204,100.0
E100000002415,E100001000952,10.74
E100000002415,E100001000954,7.15
E100000002415,E100001000953,7.15
E100000002415,E100001000955,6.52
E100000002415,E100001000956,6.11
E100000002415,E100001000821,14.3
E100000002415,E100001000915,29.9
E100000002415,E100001015587,18.13
E100000003932,E100001000963,99.99
E100000002364,E100000000882,41.9
E100000002364,E100001010616,
E100000002364,E100000000778,
E100000002382,E100000000014,100.0
E100000000014,E100001010787,10.41
E100000000014,E100001010427,15.72
E100000000014,E100001010428,11.29
E100000000014,E100001010429,8.87
E100000000014,E100001015587,48.48
E100001010427,E100001016390,100.0
E100001010429,E100001016380,
E100000000014,E100000123261,0.23
E100000001534,E100001010595,9.42
E100000001534,E100001000348,6.7
E100001010428,E100000001534,100.0
E100000000014,E100001010595,5.0
E100000004310,E100000000382,33.1
E100000004310,E100000000460,66.9
E100000002328,E100000001642,100.0
E100000004153,E100000002328,100.0
E100000004078,E100000001198,100.0
E100000000654,E100001015587,100.0
E100000001213,E100001010595,8.56
E100000001213,E100001015833,5.02
E100000001213,E100001015587,86.42
E100000002418,E100000001309,100.0
E100000002506,E100000000741,100.0
E100000000395,E100001000348,5.14
E100000002490,E100000000395,100.0
E100001011873,E100000001233,100.0
E100000001965,E100000003324,100.0
E100000003324,E100001000278,100.0
E100000002601,E100000001870,100.0
E100000003992,E100000000551,100.0
E100000002508,E100000001158,100.0
E100000001158,E100001000348,6.5
E100000001158,E100001010595,8.86
E100000003777,E100000001256,100.0
E100000001332,E100001000281,100.0
E100001010521,E100001011137,100.0
E100000002509,E100000001221,50.0
E100000002509,E100000000809,50.0
E100000001221,E100000001158,
E100000003007,E100000000815,100.0
E100000000815,E100001010712,9.74
E100000000815,E100001010711,41.61
E100001012014,E100001012015,100.0
E100000003983,E100000001134,100.0
E100000002236,E100000002236,100.0
E100000001370,E100000001205,100.0
E100000003756,E100000000939,100.0
E100001011092,E100001011093,99.99
E100000002359,E100000000817,100.0
E100001011235,E100001011236,
E100000002511,E100000000874,28.57
E100000002511,E100000000610,20.0
E100000002511,E100000000745,
E100000002511,E100000000694,
E100000002511,E100000001173,
E100000000610,E100001013560,27.73
E100000000874,E100000121185,40.4
E100000000874,E100001015988,19.75
E100000000874,E100001015989,18.46
E100001013560,E100001016677,82.77
E100000000610,E100001015587,72.27
E100001015989,E100001000330,
E100000000874,E100001015991,10.7
E100000000874,E100001015992,9.6
E100000000874,E100001015587,1.09
E100001015991,E100001016771,100.0
E100001015991,E100001015587,0.0
E100000001717,E100000000387,100.0
E100000002512,E100000001068,100.0
E100000002513,E100000001143,100.0
E100000002405,E100000000375,100.0
E100000002514,E100000001163,100.0
E100000002515,E100000001267,100.0
E100000001267,E100001010596,5.75
E100000001267,E100001010595,9.68
E100000001267,E100001000348,7.4
E100000002516,E100000001170,100.0
E100000001170,E100001000751,100.0
E100000000136,E100001015800,9.18
E100000000136,E100001015587,
E100000004306,E100000001193,100.0
E100000001193,E100001010595,10.55
E100000001193,E100001010596,5.73
E100000001193,E100001000348,7.0
E100000002305,E100001010595,11.44
E100000002305,E100001011289,6.3
E100000002305,E100001000348,14.1
E100000003272,E100000000130,100.0
E100000003329,E100000000601,12.0
E100000003329,E100000000595,9.0
E100000003329,E100000000592,16.0
E100000003329,E100000000593,9.0
E100000003329,E100000000589,26.0
E100000003329,E100000001753,28.0
E100000003502,E100000000543,65.0
E100000003502,E100000000552,35.0
E100000003098,E100000000543,100.0
E100000002523,E100000000156,100.0
E100000002521,E100000000156,100.0
E100000002522,E100000000156,100.0
E100000002519,E100000000156,100.0
E100000002524,E100000000156,100.0
E100000002525,E100000123424,39.97
E100000123424,E100000000152,100.0
E100000002525,E100000000156,60.03
E100000002526,E100000000188,26.0
E100000002526,E100000000156,74.0
E100000124801,E100000000500,100.0
E100001000436,E100000000158,100.0
E100000000158,E100000125527,100.0
E100000124157,E100000124801,100.0
E100000004386,E100001000436,85.0
E100000004386,E100000124157,15.0
E100000123426,E100000000158,100.0
E100000002527,E100000123426,100.0
E100000003754,E100000000535,100.0
E100000000894,E100001000024,100.0
E100000002239,E100000002239,100.0
E100000002530,E100000000727,100.0
E100000002530,E100001000342,
E100000002530,E100000000387,
E100000003294,E100000001235,100.0
E100000125134,E100000124495,100.0
E100000125060,E100000125236,80.0
E100000125060,E100000125237,20.0
E100000000155,E100000123261,95.1
E100000125059,E100000000155,94.0
E100000000155,E100000001753,4.9
E100000125262,E100000001753,2.0
E100000125262,E100000000155,98.0
E100000125059,E100000125262,6.0
E100000124495,E100000125060,12.22
E100000124495,E100000001753,4.99
E100000124495,E100000125059,82.79
E100000124695,E100000125133,5.0
E100000124695,E100000125134,5.0
